PAPEL;SEGMENTO;COTACAO;FFO_YIELD;DIVIDEND_YIELD;P_VP;VALOR_DE_MERCADO;LIQUIDEZ;QTD_DE_IMOVEIS;PRECO_DO_M2;ALUGUEL_POR_M2;CAP_RATE;VACANCIA_MEDIA
RBHG11;Títulos e Val. Mob.;66.1;0.12560000000000002;0.1616;0.77;143302000.0;436529.0;0;0.0;0.0;0.0;0.0
RBHY11;Títulos e Val. Mob.;76.57;0.12359999999999999;0.1567;0.83;144986000.0;234949.0;0;0.0;0.0;0.0;0.0
RBIR11;Residencial;78.8;-0.004699999999999999;0.0529;0.81;120455000.0;91463.0;0;0.0;0.0;0.0;0.0
RBIV11;Títulos e Val. Mob.;83.7;0.0992;0.0;0.97;181458000.0;0.0;0;0.0;0.0;0.0;0.0
RBLG11;Logística;56.72;0.1734;0.1467;0.83;36312100.0;3114.0;1;342.89;31.37;0.0915;0.0
RBOP11;Outros;215.01;0.16190000000000002;0.2351;0.31;21858800.0;32065.0;2;1213.21;128.64;0.106;0.8198000000000001
RBRD11;Híbrido;36.97;0.1114;0.0747;0.58;68460500.0;51107.0;4;2492.01;362.99;0.1457;0.2796
RBRF11;Títulos e Val. Mob.;6.29;0.10619999999999999;0.1272;0.77;860520000.0;2797290.0;0;0.0;0.0;0.0;0.0
RBRI11;Híbrido;910.0;0.1648;0.1898;0.9;127095000.0;1390.0;0;0.0;0.0;0.0;0.0
RBRL11;Logística;62.0;0.12300000000000001;0.1334;0.6;414596000.0;402568.0;5;1625.2;256.88;0.15810000000000002;0.0
RBRM11;Títulos e Val. Mob.;160000.0;-0.08410000000000001;0.0;8.16;86240000.0;0.0;0;0.0;0.0;0.0;0.0
RBRP11;Outros;45.38;0.0645;0.1363;0.6;552692000.0;1306220.0;6;8898.14;678.69;0.07629999999999999;0.0
RBRR11;Títulos e Val. Mob.;74.5;0.10890000000000001;0.1338;0.84;1121760000.0;3106790.0;0;0.0;0.0;0.0;0.0
RBRS11;Híbrido;34.75;-0.006999999999999999;0.002;0.37;60266900.0;27049.0;3;5680.34;430.82;0.0758;0.2834
RBRX11;Títulos e Val. Mob.;6.87;0.0944;0.1597;0.73;202450000.0;599943.0;1;7681850.0;0.0;0.0;0.0
RBRY11;Títulos e Val. Mob.;83.5;0.1101;0.1378;0.89;1066250000.0;3212800.0;0;0.0;0.0;0.0;0.0
RBTS11;Outros;408.51;-0.0393;0.061200000000000004;0.86;23091000.0;1688.0;0;0.0;0.0;0.0;0.0
RBVA11;Outros;80.03;0.0907;0.13269999999999998;0.74;1249610000.0;1874060.0;72;6565.31;741.05;0.11289999999999999;0.053899999999999997
RBVO11;Lajes Corporativas;5.33;0.0;1.2421;0.0;0.0;3794.0;0;0.0;0.0;0.0;0.0
RCFF11;Títulos e Val. Mob.;106.0;0.0187;0.20440000000000003;1.07;34259200.0;139.0;0;0.0;0.0;0.0;0.0
RCRB11;Lajes Corporativas;117.5;0.0458;0.0969;0.58;433657000.0;668492.0;9;11162.1;1142.82;0.1024;0.0177
RCRI11B;Híbrido;1200.0;0.043899999999999995;0.0;1.16;61214400.0;0.0;0;0.0;0.0;0.0;0.0
RDES11;Híbrido;58.0;0.0245;0.0;0.81;43036000.0;0.0;3;3070.54;434.94;0.1416;0.4702
RDPD11;Títulos e Val. Mob.;22.96;0.0377;0.0;2.27;172391000.0;0.0;0;0.0;0.0;0.0;0.0
RECR11;Títulos e Val. Mob.;72.54;0.1439;0.1482;0.81;1918080000.0;2700490.0;1;37328.4;0.0;0.0;1.0002
RECT11;Híbrido;28.2;0.16699999999999998;0.15539999999999998;0.31;240926000.0;266488.0;9;3171.33;784.88;0.2475;0.1076
RECX11;Títulos e Val. Mob.;67.99;0.10800000000000001;0.0641;0.94;14843100.0;0.0;0;0.0;0.0;0.0;0.0
REIT11;Títulos e Val. Mob.;99.07;0.0926;0.0873;0.35;2604650.0;24.0;0;0.0;0.0;0.0;0.0
RELG11;Híbrido;63.93;0.0415;0.0365;0.5;85318600.0;206747.0;5;1194.92;180.7;0.1512;0.1
RFOF11;Títulos e Val. Mob.;59.94;0.1084;0.1421;0.89;64625200.0;512474.0;0;0.0;0.0;0.0;0.0
RINV11;Títulos e Val. Mob.;94.37;0.0373;0.14429999999999998;1.0;309489000.0;441131.0;0;0.0;0.0;0.0;0.0
RMAI11;Híbrido;80.0;0.0184;0.07;0.75;195504000.0;313720.0;2;4665.19;246.27;0.0528;0.1827
RNDP11;Títulos e Val. Mob.;39.51;-0.0355;0.742;0.81;4246570.0;11731.0;0;0.0;0.0;0.0;0.0
RNGO11;Lajes Corporativas;43.7;0.10529999999999999;0.1035;0.52;116941000.0;51142.0;4;2041.87;297.91;0.1459;0.1463
ROOF11;Outros;727.2;-0.07690000000000001;0.0;1.39;56354400.0;0.0;58;2899.99;11.15;0.0038;0.0
RPRI11;Títulos e Val. Mob.;79.31;0.1198;0.1508;0.81;275343000.0;481465.0;0;0.0;0.0;0.0;0.0
RRCI11;Títulos e Val. Mob.;68.69;0.1431;0.1478;0.77;33091900.0;58655.0;0;0.0;0.0;0.0;0.0
RSPD11;Residencial;989.99;-0.0151;0.0352;0.93;147519000.0;17734.0;0;0.0;0.0;0.0;0.0
RURA11;Títulos e Val. Mob.;7.21;0.14730000000000001;0.1545;0.71;1154320000.0;3172020.0;0;0.0;0.0;0.0;0.0
RVBI11;Títulos e Val. Mob.;59.88;0.08900000000000001;0.14859999999999998;0.81;615328000.0;1413100.0;0;0.0;0.0;0.0;0.0
RZAG11;Títulos e Val. Mob.;7.95;0.2281;0.16;0.83;540921000.0;1754160.0;0;0.0;0.0;0.0;0.0
RZAK11;Títulos e Val. Mob.;76.87;0.1595;0.17120000000000002;0.89;677062000.0;1914410.0;0;0.0;0.0;0.0;0.0
RZAT11;Híbrido;77.1;-0.695;0.16210000000000002;0.77;326522000.0;962451.0;11;1320.54;130.14;0.0986;0.0
RZDM11;Híbrido;550.16;0.1974;0.0;4.15;88025600.0;0.0;4;61028.8;0.0;0.0;0.0
RZEO11;Outros;242.54;0.1231;0.2717;1.09;764710000.0;0.0;0;0.0;0.0;0.20920000000000002;0.0
RZTR11;Títulos e Val. Mob.;83.5;0.1934;0.1321;0.85;1574120000.0;4798470.0;17;2.34;0.31;0.1335;0.244
RZZR11;Outros;141.5;0.0716;0.024300000000000002;0.86;692963000.0;11796.0;8;1616.01;119.44;0.0739;0.0
SADI11;Títulos e Val. Mob.;8.34;0.1343;0.128;0.88;129160000.0;201986.0;0;0.0;0.0;0.0;0.0
SAIC11;Lajes Corporativas;34.01;-0.0288;0.0;0.6;48625500.0;1.0;1;4373.58;54.98;0.0126;1.0
SAPI11;Títulos e Val. Mob.;7.48;0.1336;0.1367;0.78;115468000.0;387292.0;0;0.0;0.0;0.0;0.0
SARE11;Híbrido;3.7;0.1114;0.0901;0.48;341670000.0;748517.0;3;1926.92;268.46;0.1393;0.0
SCPF11;Híbrido;1.91;0.043899999999999995;0.0327;0.18;8022000.0;1557.0;1;1687.42;680.97;0.4036;0.3226
SDIL11;Logística;96.5;0.054400000000000004;0.0;1.0;746822000.0;0.0;6;1962.8;251.82;0.1283;0.0
SDIP11;Lajes Corporativas;88.0;0.019799999999999998;0.0;0.89;371533000.0;0.0;5;11055.7;1012.66;0.0916;0.0
SEED11;Híbrido;100.0;0.1023;0.1148;1.19;164000000.0;2439.0;0;0.0;0.0;0.0;0.0
SEQR11;Outros;47.82;0.1552;0.14730000000000001;0.52;79653500.0;76650.0;4;1885.45;360.14;0.191;0.0
SHDP11B;Shoppings;1210.05;0.094;0.0794;0.87;1439630000.0;0.0;1;11099600.0;1199306.92;0.10800000000000001;0.015
SHOP11;Híbrido;55.04;0.0019;0.0;1.54;107436000.0;11.0;1;3822.65;249.34;0.0652;0.18059999999999998
SHPH11;Shoppings;919.45;0.0653;0.0653;0.9;559899000.0;89494.0;1;15945.3;1254.42;0.0787;0.038900000000000004
SIGR11;Títulos e Val. Mob.;99.9;0.07519999999999999;0.0252;1.04;67974600.0;0.0;0;0.0;0.0;0.0;0.0
SJAU11;Logística;46.48;0.2547;0.2096;0.74;368691000.0;526311.0;0;0.0;0.0;0.0;0.0
SMRE11;Outros;97.96;-0.0007000000000000001;0.04190000000000001;0.89;43873300.0;341620.0;0;0.0;0.0;0.0;0.0
SNAG11;Híbrido;9.14;0.1058;0.1331;0.89;555167000.0;1367560.0;3;124.37;11.01;0.0885;0.0
SNCI11;Títulos e Val. Mob.;81.26;0.1388;0.1406;0.85;341292000.0;533466.0;0;0.0;0.0;0.0;0.0
SNCR11;Híbrido;97.8;0.1152;0.0;1.03;472992000.0;0.0;0;0.0;0.0;0.0;0.0
SNEL11;Híbrido;8.63;0.0397;0.1348;1.19;220876000.0;479083.0;1;0.0;0.0;0.0361;0.0
SNFF11;Títulos e Val. Mob.;72.4;0.0817;0.1413;0.91;245773000.0;356599.0;0;0.0;0.0;0.0;0.0
SNFZ11;Híbrido;9.88;0.0006;0.0054;0.98;61256000.0;30458.0;2;40314.0;0.0;0.0;0.0
SNLG11;Híbrido;27.03;0.0824;0.08800000000000001;0.6;68385000.0;215719.0;6;2065.58;66.85;0.032400000000000005;0.0872
SNME11;Híbrido;8.7;0.1216;0.1433;0.96;64538700.0;37765.0;2;0.0;0.0;0.0;0.0
SOLR11;Híbrido;1051.35;-0.0195;0.0;1.11;67778400.0;0.0;1;7772.39;0.0;0.0;0.0
SPDE11;Residencial;1237.9;-0.0027;0.07690000000000001;0.96;113144000.0;0.0;0;0.0;0.0;0.0;0.0
SPMO11;Híbrido;144.0;-0.0012;0.0;1.0;260868000.0;0.0;0;0.0;0.0;0.0;0.0
SPTW11;Lajes Corporativas;33.37;0.19510000000000002;0.1496;0.57;59999300.0;67001.0;1;4203.58;958.12;0.2279;0.0
SPXS11;Híbrido;7.87;0.126;0.1474;0.86;158888000.0;355213.0;0;0.0;0.0;0.0;0.0
SRVD11;Títulos e Val. Mob.;3.0;-0.0016;0.0;5.52;288858000.0;0.0;0;0.0;0.0;0.0;0.0
STRX11;Híbrido;168.0;0.08789999999999999;0.060599999999999994;1.18;271078000.0;0.0;2;5267.81;486.09;0.09230000000000001;0.08130000000000001
TBOF11;Lajes Corporativas;101.5;-0.0011;0.0;486.34;1020080000.0;0.0;1;0.0;0.0;0.0;0.1537
TELM11;Híbrido;10.01;0.004;0.013500000000000002;1.03;21495100.0;76917.0;0;0.0;0.0;0.0;0.0
TEPP11;Lajes Corporativas;75.58;0.023;0.1358;0.76;319096000.0;596959.0;5;9495.3;1012.66;0.1066;0.0
TGAR11;Híbrido;81.28;0.14859999999999998;0.1808;0.71;1915600000.0;7689290.0;5;53.37;1.04;0.0194;0.0
THRA11;Lajes Corporativas;138.5;0.0296;0.0;14.52;203973000.0;0.0;0;0.0;0.0;0.0;0.0
TJKB11;Lajes Corporativas;269.0;0.0837;0.1173;1.01;267504000.0;7257.0;11;5621.7;589.15;0.1048;0.0
TMPS11;Títulos e Val. Mob.;77.99;0.1011;0.166;0.87;76349700.0;431336.0;0;0.0;0.0;0.0;0.0
TORD11;Híbrido;0.94;0.0021;0.0052;0.15;32948300.0;50322.0;0;0.0;0.0;0.0;0.0
TOUR11;Residencial;8.8;0.0;0.0;0.0;0.0;0.0;3;0.0;0.0;0.0;0.0
TRBL11;Logística;62.27;0.0843;0.15130000000000002;0.65;481913000.0;986357.0;6;1266.56;251.82;0.19879999999999998;0.0
TRNT11;Lajes Corporativas;97.5;0.057300000000000004;0.0127;0.56;383717000.0;17236.0;1;5986.82;615.32;0.10279999999999999;0.387
TRXB11;Híbrido;119.05;0.0825;0.16829999999999998;1.06;406419000.0;78282.0;13;1581.62;246.66;0.156;0.0
TRXF11;Híbrido;100.52;-0.0189;0.1247;0.99;2013970000.0;5925900.0;29;4481.14;337.91;0.0754;0.0
TRXL11;Híbrido;103.38;0.061;0.0;1.0;4471100000.0;0.0;19;6133.16;270.01;0.044000000000000004;0.0246
TRXY11;Híbrido;9.95;0.0;0.0168;1.05;35916700.0;10450.0;0;0.0;0.0;0.0;0.0
TSER11;Lajes Corporativas;100.0;0.1092;0.1148;0.99;138476000.0;0.0;1;2753.88;245.83;0.08929999999999999;0.0
TSNC11;Híbrido;82.1;-0.0748;6552.56;1.03;89224600.0;156.0;1;7082.67;72.5;0.0102;1.0
TVRI11;Lajes Corporativas;84.45;0.11939999999999999;0.1371;0.83;1344420000.0;1107180.0;61;3220.91;479.56;0.1489;0.0144
UBSR11;Títulos e Val. Mob.;102.5;0.1018;0.0;1.14;2710270000.0;0.0;1;52745.5;0.0;0.0;1.0002
URHF11;Títulos e Val. Mob.;90.0;0.054000000000000006;0.026600000000000002;0.92;9937530.0;2990.0;0;0.0;0.0;0.0;0.0
URPR11;Outros;58.75;0.1448;0.2016;0.59;689366000.0;1584940.0;0;0.0;0.0;0.0;0.0
VCJR11;Títulos e Val. Mob.;73.29;0.1714;0.1491;0.79;1079120000.0;2691240.0;0;0.0;0.0;0.0;0.0
VCRA11;Títulos e Val. Mob.;60.0;0.2427;0.20010000000000003;0.58;275635000.0;802772.0;0;0.0;0.0;0.0;0.0
VCRI11;Títulos e Val. Mob.;6.32;0.16190000000000002;0.175;0.68;112327000.0;149809.0;0;0.0;0.0;0.0;0.0
VCRR11;Logística;58.6;0.1306;0.1301;0.46;117200000.0;187492.0;4;2084.0;288.42;0.1384;0.0
VERE11;Outros;445.76;0.0659;0.0637;0.91;282707000.0;0.0;4;1661.25;195.15;0.1175;0.16519999999999999
VGHF11;Títulos e Val. Mob.;7.14;0.0816;0.1495;0.84;1176110000.0;3712850.0;0;0.0;0.0;0.0;0.0
VGIA11;Títulos e Val. Mob.;7.79;0.168;0.16670000000000001;0.85;673485000.0;1782700.0;0;0.0;0.0;0.0;0.0
VGII11;Outros;101.41;0.0412;0.0713;1.05;52618100.0;74202.0;0;0.0;0.0;0.0;0.0
VGIP11;Títulos e Val. Mob.;75.15;0.13390000000000002;0.1354;0.86;885812000.0;2196530.0;0;0.0;0.0;0.0;0.0
VGIR11;Títulos e Val. Mob.;8.99;0.10490000000000001;0.1392;0.94;1313450000.0;5768860.0;0;0.0;0.0;0.0;0.0
VGRI11;Títulos e Val. Mob.;7.24;0.0444;0.09480000000000001;0.74;253557000.0;444579.0;5;4505.99;245.96;0.0546;0.06509999999999999
VIFI11;Títulos e Val. Mob.;7.53;0.1143;0.1144;0.93;60911600.0;1287540.0;0;0.0;0.0;0.0;0.0
VILG11;Logística;71.9;0.10289999999999999;0.1013;0.64;1078310000.0;2098760.0;15;1883.51;232.49;0.1234;0.061900000000000004
VINO11;Lajes Corporativas;4.75;0.1182;0.1371;0.46;393425000.0;664633.0;10;5845.55;1102.1;0.1885;0.0166
VISC11;Shoppings;95.98;0.0888;0.1109;0.77;2766970000.0;5396650.0;30;2607.3;250.45;0.09609999999999999;0.0644
VIUR11;Outros;5.23;0.1539;0.153;0.59;140929000.0;202710.0;8;2000.83;321.2;0.1605;0.0311
VJFD11;Híbrido;155.02;0.0592;0.0194;0.95;755898000.0;2087.0;39;790.59;49.53;0.06269999999999999;0.0
VLOL11;Lajes Corporativas;98.0;0.0678;0.0;0.88;174913000.0;0.0;0;0.0;0.0;0.0;0.0
VOTS11;Títulos e Val. Mob.;72.94;0.13970000000000002;0.12960000000000002;0.79;60388000.0;7238.0;0;0.0;0.0;0.0;0.0
VPSI11;Shoppings;15.61;0.1557;0.0968;0.5;126002000.0;0.0;16;1024.2;163.99;0.16010000000000002;0.0
VRTA11;Títulos e Val. Mob.;78.0;0.1245;0.1294;0.9;1216210000.0;1799480.0;0;0.0;0.0;0.0;0.0
VRTM11;Híbrido;6.39;0.0473;0.16449999999999998;0.69;300146000.0;300039.0;16;4567.15;0.0;0.0;0.0
VSEC11;Títulos e Val. Mob.;0.21;7.0084;0.0;0.07;13174.0;0.0;0;0.0;0.0;0.0;0.0
VSHO11;Shoppings;63.9;0.12359999999999999;0.1216;0.61;134113000.0;55540.0;3;1512.58;377.97;0.24989999999999998;0.10210000000000001
VSLH11;Outros;2.94;0.10880000000000001;0.15789999999999998;0.28;87800400.0;169631.0;0;0.0;0.0;0.0;0.0
VTLT11;Logística;83.3;0.13470000000000001;0.1326;0.8;176180000.0;85522.0;1;681.7;104.75;0.1537;0.0
VTPL11;Híbrido;72.1;-0.0060999999999999995;0.0;0.71;99948000.0;0.0;1;2743.71;0.0;0.0;0.0
VVCR11;Títulos e Val. Mob.;9.44;0.09179999999999999;0.105;0.93;70878700.0;252925.0;0;0.0;0.0;0.0;0.0
VVMR11;Híbrido;82.49;0.0571;0.094;0.74;232884000.0;1427260.0;5;7584.39;612.19;0.08070000000000001;0.028300000000000002
VVPR11;Híbrido;101.5;0.08990000000000001;0.0;1.04;234036000.0;0.0;6;5334.39;526.7;0.0987;0.0
VVRI11;Híbrido;80.05;0.0906;0.13449999999999998;0.91;64254800.0;276782.0;2;2726.73;487.87;0.1789;0.0
VXXV11;Outros;710.0;-0.011200000000000002;0.33649999999999997;1.07;196277000.0;1881310.0;1;86.99;0.0;0.0;1.0
WHGR11;Híbrido;8.16;0.12560000000000002;0.1448;0.87;252245000.0;317425.0;0;0.0;0.0;0.0;0.0
WPLZ11;Shoppings;47.0;0.1008;0.0932;0.7;52242800.0;2977.0;1;1393.72;155.41;0.1115;0.0926
WSEC11;Títulos e Val. Mob.;7.61;0.1429;0.1365;0.75;18694000.0;6298.0;0;0.0;0.0;0.0;0.0
WTSP11;Híbrido;59.95;0.22760000000000002;0.19899999999999998;0.71;74252400.0;9024.0;1;6012.48;339.13;0.0564;0.0345
XPCA11;Títulos e Val. Mob.;6.8;0.174;0.1431;0.72;309557000.0;1104110.0;0;0.0;0.0;0.0;0.0
XPCI11;Títulos e Val. Mob.;72.11;0.1344;0.1424;0.83;627469000.0;1814570.0;0;0.0;0.0;0.0;0.0
XPCM11;Híbrido;6.43;-0.3296;0.0;0.24;15525700.0;13749.0;1;778.3;21.63;0.0278;0.63
XPHT11;Hotel;123.0;0.0296;0.0;1.8;1133880000.0;0.0;14;19966.1;673.96;0.0338;0.0
XPIN11;Outros;65.89;0.105;0.1186;0.63;471141000.0;373861.0;81;1817.73;251.63;0.1384;0.064
XPLG11;Logística;91.15;0.0859;0.10189999999999999;0.81;2841690000.0;4470190.0;18;2213.24;203.93;0.09210000000000002;0.028300000000000002
XPML11;Shoppings;97.5;0.0834;0.1117;0.83;5393720000.0;15956900.0;20;5472.42;425.69;0.07780000000000001;0.0565
XPPR11;Outros;12.55;0.0814;0.0666;0.21;91817900.0;109290.0;2;1754.54;410.39;0.2339;0.4523
XPSF11;Títulos e Val. Mob.;5.76;0.13949999999999999;0.1497;0.79;249420000.0;621229.0;0;0.0;0.0;0.0;0.0
XTED11;Lajes Corporativas;8.82;0.09230000000000001;0.0;0.61;87318000.0;0.0;4;3700.84;320.96;0.0867;0.0
YCHY11;Híbrido;1000.0;-0.0536;0.0;10.01;4235040000.0;0.0;11;17127.6;130.14;0.0076;0.0
YUFI11;Residencial;59.52;0.049800000000000004;0.0487;0.56;29322500.0;19.0;40;1437.34;224.64;0.1563;0.0
ZAGH11;Híbrido;10.7;0.028900000000000002;0.0579;1.14;95140800.0;3309.0;0;0.0;0.0;0.0;0.0
ZAVC11;Títulos e Val. Mob.;9.5;0.0712;0.11630000000000001;0.96;29424800.0;42.0;0;0.0;0.0;0.0;0.0
ZAVI11;Híbrido;86.25;0.1759;0.1764;0.65;101199000.0;507495.0;10;1364.79;207.27;0.1519;0.0068000000000000005
ZIFI11;Híbrido;630.0;-0.029900000000000003;0.0;0.36;29915600.0;4037.0;0;0.0;0.0;0.0;0.0
